ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS	STRUCTURE	ALIGNMENT	CROSSIDS	COGID
2268	Jinman	mouse	ɕu22	ɕu22	ɕ u ²²	2698	i n t	ɕ - u ²²	2698	358
2269	Jinxing	mouse	sv33	sv33	s v/ʯ ³³	2698	i n t	s - v/ʯ ³³	2698	358
2270	Dashi	mouse	ʂo33	ʂo33	ʂ o ³³	2698	i n t	ʂ - o ³³	2698	358
2271	Zhoucheng	mouse	sv33	sv33	s v/ʯ ³³	2698	i n t	s - v/ʯ ³³	2698	358
2272	Mazhelong	mouse	sou33	sou33	s ou ³³	2698	i n t	s - ou ³³	2698	358
2273	ProtoBai	mud	nɛ1b	nɛ1b	n ɛ 1b/¹	2709	i n t	n ɛ 1b/¹	3921	359
2274	Tuoluo	mud	nɛ35	nɛ35	n ɛ ³⁵	2709	i n t	n ɛ ³⁵	3921	359
2275	Gongxing	mud	nɛ24	nɛ24	n ɛ ²⁴	2709	i n t	n ɛ ²⁴	3921	359
2276	Enqi	mud	nE21	nE21	n ᴇ/ɛ ²¹	2709	i n t	n ᴇ/ɛ ²¹	3921	359
2277	Ega	mud	nɛ21	nɛ21	n ɛ ²¹	2709	i n t	n ɛ ²¹	3921	359
2278	Jinman	mud	ne21	ne21	n e ²¹	2709	i n t	n e ²¹	3921	359
2279	Jinxing	mud	ni31	ni31	n i ³¹	2709	i n t	n i ³¹	3921	359
2280	Dashi	mud	ne42	ne42	n e ⁴²	2709	i n t	n e ⁴²	3921	359
2281	Zhoucheng	mud	ne21	ne21	n e ²¹	2709	i n t	n e ²¹	3921	359
2282	Mazhelong	mud	ne42	ne42	n e ⁴²	2709	i n t	n e ⁴²	3921	359
2283	ProtoBai	muddy; turbid	dzruŋ4	dzruŋ4	ɖʐ u ŋ ⁴	2720	i n c t	ɖʐ - u ŋ ⁴	2720	360
2284	Tuoluo	muddy; turbid	ʐv42	ʐv42	ʐ v/ʯ ⁴²	2720	i n t	ʐ - v/ʯ - ⁴²	2720	360
2285	Gongxing	muddy; turbid	dzao21	dzao21	dz ao ²¹	2720	i n t	dz - ao - ²¹	2720	360
2286	Enqi	muddy; turbid	tɕio21	tɕio21	tɕ i/j o ²¹	2720	i m n t	tɕ i/j o - ²¹	2720	360
2287	Ega	muddy; turbid	tɕiu21	tɕiu21	tɕ i u ²¹	2720	i m n t	tɕ i u - ²¹	2720	360
2288	Jinman	muddy; turbid	tɕiu21	tɕiu21	tɕ i u ²¹	2720	i m n t	tɕ i u - ²¹	2720	360
2289	Jinxing	muddy; turbid	tsṽ42	tsṽ42	ts ṽ/ʯ̃ ⁴²	2720	i n t	ts - ṽ/ʯ̃ - ⁴²	2720	360
2290	Dashi	muddy; turbid	tso42	tso42	ts o ⁴²	2720	i n t	ts - o - ⁴²	2720	360
2291	Zhoucheng	muddy; turbid	tsɯ42	tsɯ42	ts ɯ ⁴²	2720	i n t	ts - ɯ - ⁴²	2720	360
2292	Mazhelong	muddy; turbid	tsʰv42	tsʰv42	tsʰ v/ʯ ⁴²	2720	i n t	tsʰ - v/ʯ - ⁴²	2720	360
2293	ProtoBai	muntjac; barking deer	bjo4	bjo4	b j o ⁴	2731	i m n t	b j o ⁴	2731	361
2294	Tuoluo	muntjac; barking deer	vɚ42	vɚ42	v ɚ/ə ⁴²	2731	i n t	v - ɚ/ə ⁴²	2731	361
2295	Gongxing	muntjac; barking deer	bvu21	bvu21	b v u ²¹	2731	i m n t	b v u ²¹	2731	361
2296	Enqi	muntjac; barking deer	(tʰia55)vo21	vo21	v o ²¹	2731	i n t	v - o ²¹	2731	361
2297	Ega	muntjac; barking deer	wa42	wa42	w a ⁴²	2731	m n t	- w a ⁴²	2731	361
2298	Jinman	muntjac; barking deer	uo21	uo21	u/w o ²¹	2731	i n t	u/w - o ²¹	2731	361
2299	Zhoucheng	muntjac; barking deer	v42	v42	v/ʯ ⁴²	2732	n t	v/ʯ ⁴²	2732	362
2300	Mazhelong	muntjac; barking deer	v42	v42	v/ʯ ⁴²	2732	n t	v/ʯ ⁴²	2732	362
2301	ProtoBai	mushroom	sreŋ2	sreŋ2	s r e ŋ ²	2740	i m n c t	s r e ŋ ²	2740	363
2302	Tuoluo	mushroom	ʂɚ̃33	ʂɚ̃33	ʂ ɚ/ə̃ ³³	2740	i n t	ʂ - ɚ/ə̃ - ³³	2740	363
2303	Gongxing	mushroom	ʂẽ22	ʂẽ22	ʂ ẽ ²²	2740	i n t	ʂ - ẽ - ²²	2740	363
2304	Enqi	mushroom	ɕiæ	ɕiæ	ɕ i/j æ	2740	i m n	ɕ i/j æ - -	2740	363
2305	Ega	mushroom	sɛ22	sɛ22	s ɛ ²²	2740	i n t	s - ɛ - ²²	2740	363
2306	Jinman	mushroom	ʂɚ̃22	ʂɚ̃22	ʂ ɚ/ə̃ ²²	2740	i n t	ʂ - ɚ/ə̃ - ²²	2740	363
2307	Jinxing	mushroom	san33	san33	s a n ³³	2740	i n c t	s - a n ³³	2740	363
2308	Dashi	mushroom	(tɕʰɚ55mu33)	tɕʰɚ55mu33	tɕʰ ɚ/ə ⁵⁵ + m u ³³	2740 2741	i n t + i n t	tɕʰ - ɚ/ə - ⁵⁵ + m u ³³	2740 2741	363
2309	Zhoucheng	mushroom	sɛ33	sɛ33	s ɛ ³³	2740	i n t	s - ɛ - ³³	2740	363
2310	Mazhelong	mushroom	sen33	sen33	s e n ³³	2740	i n c t	s - e n ³³	2740	363
2311	Tuoluo	musk	ji21ɕioŋ55	ji21ɕioŋ55	j i ²¹ + ɕ i/j o ŋ ⁵⁵	2754 2755	m n t + i m n c t	j i - ²¹ + ɕ i/j o ŋ ⁵⁵	2754 2755	364
2312	Gongxing	musk	jen42ɕioŋ55	jen42ɕioŋ55	j e n ⁴² + ɕ i/j o ŋ ⁵⁵	2754 2755	m n c t + i m n c t	j e n ⁴² + ɕ i/j o ŋ ⁵⁵	2754 2755	364
2313	Enqi	musk	ji21ɕio24	ji21ɕio24	j i ²¹ + ɕ i/j o ²⁴	2754 2755	m n t + i m n t	j i - ²¹ + ɕ i/j o - ²⁴	2754 2755	364
2314	Ega	musk	ji42ɕio55	ji42ɕio55	j i ⁴² + ɕ i/j o ⁵⁵	2754 2755	m n t + i m n t	j i - ⁴² + ɕ i/j o - ⁵⁵	2754 2755	364
2315	Jinman	musk	ji21ɕiõ55	ji21ɕiõ55	j i ²¹ + ɕ i õ ⁵⁵	2754 2753	m n t + i m n t	j i - ²¹ + ɕ i õ ⁵⁵	2754 2753	364
2316	Jinxing	musk	ji31ɕiõ55	ji31ɕiõ55	j i ³¹ + ɕ i õ ⁵⁵	2754 2753	m n t + i m n t	j i - ³¹ + ɕ i õ ⁵⁵	2754 2753	364
2317	Dashi	musk	ʧɛ21ɕiõ35	ʧɛ21ɕiõ35	tʃ ɛ ²¹ + ɕ i õ ³⁵	2752 2753	i n t + i m n t	tʃ ɛ ²¹ + ɕ i õ ³⁵	2752 2753	364
2318	Zhoucheng	musk	ji31ɕiou35	ji31ɕiou35	j i ³¹ + ɕ i/j ou ³⁵	2754 2755	m n t + i m n t	j i - ³¹ + ɕ i/j ou - ³⁵	2754 2755	364
2319	Mazhelong	musk	ji21ɕioŋ55	ji21ɕioŋ55	j i ²¹ + ɕ i/j o ŋ ⁵⁵	2754 2755	m n t + i m n c t	j i - ²¹ + ɕ i/j o ŋ ⁵⁵	2754 2755	364
2320	ProtoBai	nail	hand+scale	sʰrɯ2+qæ4	sʰ r ɯ ² + q æ ⁴	2771 2772	i m n t + i n t	sʰ r ɯ ² + q æ ⁴	2771 2772	365
2321	Tuoluo	nail	ɕiɯ33qa42	ɕiɯ33qa42	ɕ i/j ɯ ³³ + q a ⁴²	2771 2772	i m n t + i n t	ɕ i/j ɯ ³³ + q a ⁴²	2771 2772	365
2322	Gongxing	nail	tʂi24qa24	tʂi24qa24	ʈʂ i ²⁴ + q a ²⁴	2771 2772	i n t + i n t	ʈʂ - i ²⁴ + q a ²⁴	2771 2772	365
2323	Enqi	nail	tiɯ21qa24	tiɯ21qa24	t i/j ɯ ²¹ + q a ²⁴	2771 2772	i m n t + i n t	t i/j ɯ ²¹ + q a ²⁴	2771 2772	365
2324	Ega	nail	ɕi22qa44	ɕi22qa44	ɕ i ²² + q a ⁴⁴	2771 2772	i n t + i n t	ɕ - i ²² + q a ⁴⁴	2771 2772	365
2325	Jinman	nail	qa44	qa44	q a ⁴⁴	2772	i n t	q a ⁴⁴	2772	365
2326	Jinxing	nail	sɯ33ka44	sɯ33ka44	s ɯ ³³ + k a ⁴⁴	2771 2772	i n t + i n t	s - ɯ ³³ + k a ⁴⁴	2771 2772	365
2327	Dashi	nail	ʂɯ33ka44	ʂɯ33ka44	ʂ ɯ ³³ + k a ⁴⁴	2771 2772	i n t + i n t	ʂ - ɯ ³³ + k a ⁴⁴	2771 2772	365
2328	Zhoucheng	nail	sɯ33ka44	sɯ33ka44	s ɯ ³³ + k a ⁴⁴	2771 2772	i n t + i n t	s - ɯ ³³ + k a ⁴⁴	2771 2772	365
2329	Mazhelong	nail	sǝɯ33kɚ44	sǝɯ33kɚ44	s əɯ ³³ + k ɚ/ə ⁴⁴	2771 2772	i n t + i n t	s - əɯ ³³ + k ɚ/ə ⁴⁴	2771 2772	365
2330	ProtoBai	nail; tack	tɕæŋ1	tɕæŋ1	tɕ æ ŋ ¹	2791	i n c t	tɕ - æ ŋ ¹	2791	366
2331	Tuoluo	nail; tack	tɕaŋ55	tɕaŋ55	tɕ a ŋ ⁵⁵	2791	i n c t	tɕ - a ŋ ⁵⁵	2791	366
2332	Gongxing	nail; tack	(tsen22zaŋ24)	tsen22zaŋ24	ts e n ²² + z a ŋ ²⁴	2791 2793	i n c t + i n c t	ts - e n ²² + z a ŋ ²⁴	2791 2793	366
2333	Enqi	nail; tack	tɕæ24	tɕæ24	tɕ æ ²⁴	2791	i n t	tɕ - æ - ²⁴	2791	366
2334	Ega	nail; tack	[ti55tsi22]	ti55tsi22	t i ⁵⁵ + ts i ²²	2792 2791	i n t + i n t	t i ⁵⁵ + ts - i - ²²	2792 2791	366
2335	Jinman	nail; tack	(tɕʰi55tsẽ22)	tɕʰi55tsẽ22	tɕʰ i ⁵⁵ + ts ẽ ²²	2791 2794	i n t + i n t	tɕʰ - i - ⁵⁵ + ts ẽ ²²	2791 2794	366
2336	Jinxing	nail; tack	tɕian55	tɕian55	tɕ i/j a n ⁵⁵	2791	i m n c t	tɕ i/j a n ⁵⁵	2791	366
2337	Dashi	nail; tack	tɕiɚ̃35	tɕiɚ̃35	tɕ i/j ɚ̃/ə̃ ³⁵	2791	i m n t	tɕ i/j ɚ̃/ə̃ - ³⁵	2791	366
2338	Zhoucheng	nail; tack	tɕiɛ55	tɕiɛ55	tɕ i/j ɛ ⁵⁵	2791	i m n t	tɕ i/j ɛ - ⁵⁵	2791	366
2339	Mazhelong	nail; tack	tɕiɚ55	tɕiɚ55	tɕ i/j ɚ/ə ⁵⁵	2791	i m n t	tɕ i/j ɚ/ə - ⁵⁵	2791	366
2340	ProtoBai	name	mjæ1	mjæ1	m j æ ¹	2805	i m n t	m j æ - ¹	2805	367
2341	Tuoluo	name	ɲua55	ɲua55	ɲ u/w a ⁵⁵	2806	i m n t	ɲ u/w a ⁵⁵	2806	368
2342	Gongxing	name	ɲuɛ55	ɲuɛ55	ɲ u/w ɛ ⁵⁵	2806	i m n t	ɲ u/w ɛ ⁵⁵	2806	368
2343	Enqi	name	miæ24	miæ24	m i/j æ ²⁴	2805	i m n t	m i/j æ - ²⁴	2805	367
2344	Ega	name	ɲya55	ɲya55	ɲ y a ⁵⁵	2806	i m n t	ɲ y a ⁵⁵	2806	368
2345	Jinman	name	ɲo55	ɲo55	ɲ o ⁵⁵	2806	i n t	ɲ - o ⁵⁵	2806	368
2346	Jinxing	name	mian55	mian55	m i/j a n ⁵⁵	2805	i m n c t	m i/j a n ⁵⁵	2805	367
2347	Dashi	name	miɚ35	miɚ35	m i/j ɚ/ə ³⁵	2805	i m n t	m i/j ɚ/ə - ³⁵	2805	367
2348	Zhoucheng	name	miɛ35	miɛ35	m i/j ɛ ³⁵	2805	i m n t	m i/j ɛ - ³⁵	2805	367
2349	Mazhelong	name	miɚ55	miɚ55	m i/j ɚ/ə ⁵⁵	2805	i m n t	m i/j ɚ/ə - ⁵⁵	2805	367
2350	ProtoBai	narrow	træ4	træ4	ʈ æ ⁴	2816	i n t	ʈ - æ ⁴	2816	369
2351	Tuoluo	narrow	tia42	tia42	t i/j a ⁴²	2816	i m n t	t i/j a ⁴²	2816	369
2352	Gongxing	narrow	tsæ24	tsæ24	ts æ ²⁴	2816	i n t	ts - æ ²⁴	2816	369
2353	Enqi	narrow	tia55	tia55	t i/j a ⁵⁵	2816	i m n t	t i/j a ⁵⁵	2816	369
2354	Ega	narrow	(so55)tɛ44	tɛ44	t ɛ ⁴⁴	2816	i n t	t - ɛ ⁴⁴	2816	369
2355	Jinman	narrow	tʂɚ55	tʂɚ55	ʈʂ ɚ/ə ⁵⁵	2816	i n t	ʈʂ - ɚ/ə ⁵⁵	2816	369
2356	Jinxing	narrow	tsa44	tsa44	ts a ⁴⁴	2816	i n t	ts - a ⁴⁴	2816	369
2357	Dashi	narrow	tʂɚ33	tʂɚ33	ʈʂ ɚ/ə ³³	2816	i n t	ʈʂ - ɚ/ə ³³	2816	369
2358	Zhoucheng	narrow	tsɛ44	tsɛ44	ts ɛ ⁴⁴	2816	i n t	ts - ɛ ⁴⁴	2816	369
2359	Mazhelong	narrow	tsɚ44	tsɚ44	ts ɚ/ə ⁴⁴	2816	i n t	ts - ɚ/ə ⁴⁴	2816	369
2360	ProtoBai	near	dzren2	dzren2	ɖʐ e n ²	2827	i n c t	ɖʐ - e n ²	2827	370
2361	Tuoluo	near	jen33	jen33	j e n ³³	2827	m n c t	- j e n ³³	2827	370
2362	Gongxing	near	dʑien22	dʑien22	dʑ i/j e n ²²	2827	i m n c t	dʑ i/j e n ²²	2827	370
2363	Enqi	near	tɕi22	tɕi22	tɕ i ²²	2827	i n t	tɕ - i - ²²	2827	370
2364	Ega	near	(tsʰo55)	tsʰo55	tsʰ o ⁵⁵	2827	i n t	tsʰ - o - ⁵⁵	2827	370
2365	Jinman	near	tsʰo55)	tsʰo55)	tsʰ o ⁵⁵	2827	i n t	tsʰ - o - ⁵⁵	2827	370
2366	Dashi	near	tɕien33	tɕien33	tɕ i/j e n ³³	2827	i m n c t	tɕ i/j e n ³³	2827	370
2367	Zhoucheng	near	tɕie33	tɕie33	tɕ i/j e ³³	2827	i m n t	tɕ i/j e - ³³	2827	370
2368	Mazhelong	near	tɕen33	tɕen33	tɕ e n ³³	2827	i n c t	tɕ - e n ³³	2827	370
2369	ProtoBai	needle	tsreŋ1	tsreŋ1	ts r e ŋ ¹	2837	i m n c t	ts r e ŋ ¹	2837	371
2370	Tuoluo	needle	tʂɚ̃55	tʂɚ̃55	ʈʂ ɚ/ə̃ ⁵⁵	2837	i n t	ʈʂ - ɚ/ə̃ - ⁵⁵	2837	371
2371	Gongxing	needle	tʂɚ55	tʂɚ55	ʈʂ ɚ/ə ⁵⁵	2837	i n t	ʈʂ - ɚ/ə - ⁵⁵	2837	371
2372	Enqi	needle	tsɿ24	tsɿ24	ts ɿ ²⁴	2837	i n t	ts - ɿ - ²⁴	2837	371
2373	Ega	needle	tsẽ55	tsẽ55	ts ẽ ⁵⁵	2837	i n t	ts - ẽ - ⁵⁵	2837	371
2374	Jinman	needle	tʂɚ̃55	tʂɚ̃55	ʈʂ ɚ/ə̃ ⁵⁵	2837	i n t	ʈʂ - ɚ/ə̃ - ⁵⁵	2837	371
2375	Jinxing	needle	tsan55	tsan55	ts a n ⁵⁵	2837	i n c t	ts - a n ⁵⁵	2837	371
2376	Dashi	needle	tʂmɚ̃35	tʂmɚ̃35	ʈʂ m ɚ/ə̃ ³⁵	2837	i m n t	ʈʂ m ɚ/ə̃ - ³⁵	2837	371
2377	Zhoucheng	needle	tsi35	tsi35	ts i ³⁵	2837	i n t	ts - i - ³⁵	2837	371
2378	Mazhelong	needle	tsen55	tsen55	ts e n ⁵⁵	2837	i n c t	ts - e n ⁵⁵	2837	371
2379	ProtoBai	nephew	di4	di4	d i ⁴	2848	i n t	d i ⁴	2848	372
2380	Tuoluo	nephew	ʑi42	ʑi42	ʑ i ⁴²	2848	i n t	ʑ i ⁴²	2848	372
2381	Gongxing	nephew	dʑi21	dʑi21	dʑ i ²¹	2848	i n t	dʑ i ²¹	2848	372
2382	Enqi	nephew	tɕi21	tɕi21	tɕ i ²¹	2848	i n t	tɕ i ²¹	2848	372
2383	Ega	nephew	tɕy55	tɕy55	tɕ y ⁵⁵	2848	i n t	tɕ y ⁵⁵	2848	372
2384	Jinman	nephew	tɕĩ42	tɕĩ42	tɕ ĩ ⁴²	2848	i n t	tɕ ĩ ⁴²	2848	372
2385	Jinxing	nephew	tɕi42	tɕi42	tɕ i ⁴²	2848	i n t	tɕ i ⁴²	2848	372
2386	Dashi	nephew	tɕi42	tɕi42	tɕ i ⁴²	2848	i n t	tɕ i ⁴²	2848	372
2387	Zhoucheng	nephew	tɕi42	tɕi42	tɕ i ⁴²	2848	i n t	tɕ i ⁴²	2848	372
2388	Mazhelong	nephew	tʰi42	tʰi42	tʰ i ⁴²	2848	i n t	tʰ i ⁴²	2848	372
2389	ProtoBai	new	sʰjen1	sʰjen1	sʰ j e n ¹	2859	i m n c t	sʰ j e n ¹	2859	373
2390	Tuoluo	new	ɕien55	ɕien55	ɕ i/j e n ⁵⁵	2859	i m n c t	ɕ i/j e n ⁵⁵	2859	373
2391	Gongxing	new	ɕien55	ɕien55	ɕ i/j e n ⁵⁵	2859	i m n c t	ɕ i/j e n ⁵⁵	2859	373
2392	Enqi	new	si24	si24	s i ²⁴	2859	i n t	s - i - ²⁴	2859	373
2393	Ega	new	sɛ55	sɛ55	s ɛ ⁵⁵	2859	i n t	s - ɛ - ⁵⁵	2859	373
2394	Jinman	new	sẽ55	sẽ55	s ẽ ⁵⁵	2859	i n t	s - ẽ - ⁵⁵	2859	373
2395	Jinxing	new	ɕien55	ɕien55	ɕ i/j e n ⁵⁵	2859	i m n c t	ɕ i/j e n ⁵⁵	2859	373
2396	Dashi	new	ɕʰien55	ɕʰien55	ɕʰ i/j e n ⁵⁵	2859	i m n c t	ɕʰ i/j e n ⁵⁵	2859	373
2397	Zhoucheng	new	ɕi35	ɕi35	ɕ i ³⁵	2859	i n t	ɕ - i - ³⁵	2859	373
2398	Mazhelong	new	ɕen55	ɕen55	ɕ e n ⁵⁵	2859	i n c t	ɕ - e n ⁵⁵	2859	373
2399	Tuoluo	next year	ɣɯ33suɔ42	ɣɯ33suɔ42	ɣ ɯ ³³ + s u/w ɔ ⁴²	2870 2871	i n t + i m n t	ɣ ɯ ³³ + s u/w ɔ ⁴²	4068 2871	374
2400	Gongxing	next year	ɣe21sua24	ɣe21sua24	ɣ e ²¹ + s u/w a ²⁴	2870 2871	i n t + i m n t	ɣ e ²¹ + s u/w a ²⁴	4068 2871	374
2401	Enqi	next year	ɣɯ21sua55	ɣɯ21sua55	ɣ ɯ ²¹ + s u/w a ⁵⁵	2870 2871	i n t + i m n t	ɣ ɯ ²¹ + s u/w a ⁵⁵	4068 2871	374
2402	Ega	next year	ɣɯ21sua44	ɣɯ21sua44	ɣ ɯ ²¹ + s u/w a ⁴⁴	2870 2871	i n t + i m n t	ɣ ɯ ²¹ + s u/w a ⁴⁴	4068 2871	374
2403	Jinman	next year	ɣɯ21sua44	ɣɯ21sua44	ɣ ɯ ²¹ + s u/w a ⁴⁴	2870 2871	i n t + i m n t	ɣ ɯ ²¹ + s u/w a ⁴⁴	4068 2871	374
2404	Jinxing	next year	ɣǝ33suɑ44	ɣǝ33suɑ44	ɣ ə ³³ + s u ɑ ⁴⁴	2870 2872	i n t + i m n t	ɣ ə ³³ + s u ɑ ⁴⁴	4068 2872	374
2405	Dashi	next year	ɣɯ33sua44	ɣɯ33sua44	ɣ ɯ ³³ + s u/w a ⁴⁴	2870 2871	i n t + i m n t	ɣ ɯ ³³ + s u/w a ⁴⁴	4068 2871	374
2406	Zhoucheng	next year	ɣɯ33sua44	ɣɯ33sua44	ɣ ɯ ³³ + s u/w a ⁴⁴	2870 2871	i n t + i m n t	ɣ ɯ ³³ + s u/w a ⁴⁴	4068 2871	374
2407	Mazhelong	next year	ɣǝ33sua44	ɣǝ33sua44	ɣ ə ³³ + s u/w a ⁴⁴	2870 2871	i n t + i m n t	ɣ ə ³³ + s u/w a ⁴⁴	4068 2871	374
2408	ProtoBai	nine	tɕɯ2	tɕɯ2	tɕ ɯ ²	2889	i n t	tɕ - ɯ ²	2889	375
2409	Tuoluo	nine	tɕi33	tɕi33	tɕ i ³³	2889	i n t	tɕ - i ³³	2889	375
2410	Gongxing	nine	tɕi22	tɕi22	tɕ i ²²	2889	i n t	tɕ - i ²²	2889	375
2411	Enqi	nine	tɕiɯ22	tɕiɯ22	tɕ i/j ɯ ²²	2889	i m n t	tɕ i/j ɯ ²²	2889	375
2412	Ega	nine	tɕi22	tɕi22	tɕ i ²²	2889	i n t	tɕ - i ²²	2889	375
2413	Jinman	nine	tɕi22	tɕi22	tɕ i ²²	2889	i n t	tɕ - i ²²	2889	375
2414	Jinxing	nine	tɕiɯ33	tɕiɯ33	tɕ i/j ɯ ³³	2889	i m n t	tɕ i/j ɯ ³³	2889	375
2415	Dashi	nine	tɕiɯ33	tɕiɯ33	tɕ i/j ɯ ³³	2889	i m n t	tɕ i/j ɯ ³³	2889	375
2416	Zhoucheng	nine	tɕiɯ33	tɕiɯ33	tɕ i/j ɯ ³³	2889	i m n t	tɕ i/j ɯ ³³	2889	375
2417	Mazhelong	nine	tɕǝɯ33	tɕǝɯ33	tɕ əɯ ³³	2889	i n t	tɕ - əɯ ³³	2889	375
2418	ProtoBai	old	ku2	ku2	k u ²	2900	i n t	k u ²	2900	376
2419	Tuoluo	old	kv33	kv33	k v/ʯ ³³	2900	i n t	k v/ʯ ³³	2900	376
2420	Gongxing	old	ku22	ku22	k u ²²	2900	i n t	k u ²²	2900	376
2421	Enqi	old	ku22	ku22	k u ²²	2900	i n t	k u ²²	2900	376
2422	Ega	old	kv22	kv22	k v/ʯ ²²	2900	i n t	k v/ʯ ²²	2900	376
2423	Jinman	old	kv22	kv22	k v/ʯ ²²	2900	i n t	k v/ʯ ²²	2900	376
2424	Jinxing	old	ku33	ku33	k u ³³	2900	i n t	k u ³³	2900	376
2425	Dashi	old	ku33	ku33	k u ³³	2900	i n t	k u ³³	2900	376
2426	Zhoucheng	old	ku33	ku33	k u ³³	2900	i n t	k u ³³	2900	376
2427	Mazhelong	old	kv33	kv33	k v/ʯ ³³	2900	i n t	k v/ʯ ³³	2900	376
2428	ProtoBai	old lady	jɔ5	jɔ5	j ɔ ⁵	2911	m n t	j ɔ ⁵	2911	377
2429	Tuoluo	old lady	jo21	jo21	j o ²¹	2911	m n t	j o ²¹	2911	377
2430	Gongxing	old lady	ja55	ja55	j a ⁵⁵	2911	m n t	j a ⁵⁵	2911	377
2431	Enqi	old lady	jo43	jo43	j o ⁴³	2911	m n t	j o ⁴³	2911	377
2432	Jinxing	old lady	jou42	jou42	j ou ⁴²	2911	m n t	j ou ⁴²	2911	377
2433	Dashi	old lady	jou42	jou42	j ou ⁴²	2911	m n t	j ou ⁴²	2911	377
2434	ProtoBai	one	ʔa4	ʔa4	ʔ a ⁴	2919	i n t	ʔ a ⁴	2919	379
2435	Tuoluo	one	a21	a21	a ²¹	2918	n t	a ²¹	1695	378
2436	Gongxing	one	a55	a55	a ⁵⁵	2918	n t	a ⁵⁵	1695	378
2437	Enqi	one	a43	a43	a ⁴³	2918	n t	a ⁴³	1695	378
2438	Ega	one	a42	a42	a ⁴²	2918	n t	a ⁴²	1695	378
2439	Jinman	one	a42	a42	a ⁴²	2918	n t	a ⁴²	1695	378
2440	Jinxing	one	a42	a42	a ⁴²	2918	n t	a ⁴²	1695	378
2441	Zhoucheng	one	a31	a31	a ³¹	2918	n t	a ³¹	1695	378
2442	Mazhelong	one	a21	a21	a ²¹	2918	n t	a ²¹	1695	378
2443	ProtoBai	onion, scallion	tsʰuŋ1	tsʰuŋ1	tsʰ u ŋ ¹	2928	i n c t	tsʰ u ŋ ¹	2928	380
2444	Tuoluo	onion, scallion	tsʰv55	tsʰv55	tsʰ v/ʯ ⁵⁵	2928	i n t	tsʰ v/ʯ - ⁵⁵	2928	380
2445	Gongxing	onion, scallion	tsʰ55	tsʰ55	tsʰ */ə ⁵⁵	2928	i n t	tsʰ */ə - ⁵⁵	2928	380
2446	Enqi	onion, scallion	tsʰo42	tsʰo42	tsʰ o ⁴²	2928	i n t	tsʰ o - ⁴²	2928	380
2447	Ega	onion, scallion	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵	2928	i n c t	tsʰ o ŋ ⁵⁵	2928	380
2448	Jinman	onion, scallion	tsʰo55	tsʰo55	tsʰ o ⁵⁵	2928	i n t	tsʰ o - ⁵⁵	2928	380
2449	Jinxing	onion, scallion	tsʰṽ55	tsʰṽ55	tsʰ ṽ/ʯ̃ ⁵⁵	2928	i n t	tsʰ ṽ/ʯ̃ - ⁵⁵	2928	380
2450	Dashi	onion, scallion	tsʰõ55	tsʰõ55	tsʰ õ ⁵⁵	2928	i n t	tsʰ õ - ⁵⁵	2928	380
2451	Zhoucheng	onion, scallion	tsʰi55[/fi31tsʰu31]	tsʰi55	tsʰ i ⁵⁵	2928	i n t	tsʰ i - ⁵⁵	2928	380
2452	Zhoucheng	onion, scallion	tsʰi55[/fi31tsʰu31]	fi31tsʰu31]	f i ³¹ + tsʰ u ³¹	2929 5260	i n t + i n t	f i ³¹ + tsʰ u ³¹	2929 5260	380
2453	Mazhelong	onion, scallion	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵	2928	i n c t	tsʰ o ŋ ⁵⁵	2928	380
2454	ProtoBai	open	qʰɯ̃1	qʰɯ̃1	qʰ ɯ̃ ¹	2941	i n t	qʰ ɯ̃ ¹	2941	381
2455	Tuoluo	open	qʰɚ̃55	qʰɚ̃55	qʰ ɚ/ə̃ ⁵⁵	2941	i n t	qʰ ɚ/ə̃ ⁵⁵	2941	381
2456	Gongxing	open	qʰe55	qʰe55	qʰ e ⁵⁵	2941	i n t	qʰ e ⁵⁵	2941	381
2457	Enqi	open	qʰɯ24	qʰɯ24	qʰ ɯ ²⁴	2941	i n t	qʰ ɯ ²⁴	2941	381
2458	Ega	open	qʰɯ55	qʰɯ55	qʰ ɯ ⁵⁵	2941	i n t	qʰ ɯ ⁵⁵	2941	381
2459	Jinman	open	qʰɯ̃55	qʰɯ̃55	qʰ ɯ̃ ⁵⁵	2941	i n t	qʰ ɯ̃ ⁵⁵	2941	381
2460	Jinxing	open	kʰɯ55	kʰɯ55	kʰ ɯ ⁵⁵	2941	i n t	kʰ ɯ ⁵⁵	2941	381
2461	Dashi	open	kʰɯ55	kʰɯ55	kʰ ɯ ⁵⁵	2941	i n t	kʰ ɯ ⁵⁵	2941	381
2462	Zhoucheng	open	kʰɯ55	kʰɯ55	kʰ ɯ ⁵⁵	2941	i n t	kʰ ɯ ⁵⁵	2941	381
2463	Mazhelong	open	kʰǝ55	kʰǝ55	kʰ ə ⁵⁵	2941	i n t	kʰ ə ⁵⁵	2941	381
2464	ProtoBai	outside	ŋua4	ŋua4	ŋ u/w a ⁴	2952	i m n t	ŋ u/w a - ⁴	2952	382
2465	Tuoluo	outside	ŋuɔ42	ŋuɔ42	ŋ u/w ɔ ⁴²	2952	i m n t	ŋ u/w ɔ - ⁴²	2952	382
